RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,PrevDelq,RiskEst,TradesDelq,RevBalance/CreditLimit
Good,80.0,136.0,15.0,63.0,11.0,0.0,0.0,91.0,20-29 months,unknown delinquency,30 days delinquent,11.0,0.0,36.0,No inquiries,1.0,19.0,2.0,3.0,0.0,71.0,Yes,Low Risk,Yes,Low
Good,73.0,99.0,2.0,50.0,18.0,1.0,1.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,21.0,2.0,20.0,0-4 months,3.0,1.0,3.0,1.0,0.0,57.0,No,Low Risk,No,Low
Good,84.0,132.0,5.0,50.0,22.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,22.0,2.0,36.0,5-9 months,0.0,19.0,2.0,4.0,0.0,86.0,No,Low Risk,No,Low
Bad,76.0,397.0,2.0,106.0,22.0,0.0,0.0,91.0,10-19 months,unknown delinquency,30 days delinquent,23.0,1.0,13.0,5-9 months,0.0,17.0,7.0,1.0,0.0,50.0,Yes,Low Risk,Yes,Low
Bad,66.0,150.0,14.0,80.0,17.0,2.5,1.0,72.5,40-49 months,unknown delinquency,60 days delinquent,24.0,0.0,63.0,0-4 months,0.0,28.0,4.0,2.0,1.0,100.0,Yes,High Risk,Yes,High
Bad,77.0,212.0,13.0,80.0,18.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,27.0,0.0,28.0,0-4 months,2.0,36.0,8.0,1.0,1.0,91.0,No,Low Risk,No,High
Bad,55.0,284.0,4.0,81.0,21.0,2.5,0.0,84.0,0-9 months,60 days delinquent,60 days delinquent,25.0,4.0,4.0,5-9 months,0.0,21.0,7.0,1.0,1.0,42.0,Yes,High Risk,Yes,High
Good,68.0,160.0,2.0,70.0,48.0,0.0,0.0,97.0,10-19 months,unknown delinquency,30 days delinquent,53.0,5.0,48.0,20+ months,0.0,35.0,9.5,6.0,0.0,75.0,Yes,High Risk,Yes,High
Good,84.0,209.0,3.0,84.0,19.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,20.0,2.0,30.0,0-4 months,5.0,0.0,2.0,3.0,0.0,63.0,No,Low Risk,No,Low
Bad,71.0,454.0,25.5,93.0,5.0,1.0,1.0,100.0,No delinquencies,unknown delinquency,current and never delinquent,5.0,0.0,40.0,10-14 months,0.0,47.0,1.0,2.0,0.0,50.0,No,Low Risk,No,High
Good,76.0,260.0,3.0,94.0,42.0,1.0,1.0,98.0,60-69 months,unknown delinquency,120+ days delinquent,53.0,7.0,27.0,0-4 months,5.0,14.0,5.0,2.0,1.0,50.0,Yes,Low Risk,Yes,Low
Bad,76.0,132.0,5.0,54.0,24.0,0.0,0.0,96.0,80+ months,unknown delinquency,30 days delinquent,24.0,3.0,17.0,No inquiries,1.0,15.0,4.0,2.0,1.0,75.0,Yes,Low Risk,Yes,Low
Bad,64.0,181.0,4.0,48.0,26.0,1.0,1.0,93.0,0-9 months,30 days delinquent,derogatory comment,27.0,4.0,59.0,0-4 months,1.0,30.0,4.0,4.0,2.0,69.0,Yes,High Risk,Yes,High
Bad,84.0,362.0,11.0,114.0,33.0,0.0,0.0,97.0,20-29 months,unknown delinquency,30 days delinquent,35.0,1.0,40.0,0-4 months,3.0,1.0,2.0,2.0,0.0,36.0,Yes,Low Risk,Yes,Low
Bad,57.0,129.0,25.5,74.0,12.0,2.5,2.6,72.5,0-9 months,120+ days delinquent,120+ days delinquent,30.0,0.0,73.0,No inquiries,0.0,26.0,2.0,6.0,0.0,92.0,Yes,High Risk,Yes,High
Bad,67.0,51.0,2.0,25.0,9.0,0.0,0.0,80.0,10-19 months,30 days delinquent,30 days delinquent,10.0,2.0,50.0,0-4 months,2.0,0.0,1.0,1.0,0.0,50.0,Yes,High Risk,Yes,Low
Good,88.0,206.0,7.0,83.0,23.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,25.0,2.0,44.0,20+ months,0.0,18.0,1.0,2.0,0.0,60.0,No,Low Risk,No,Low
Good,86.0,369.0,11.0,80.0,20.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,20.0,1.0,35.0,0-4 months,0.0,12.0,1.0,1.0,0.0,33.0,No,Low Risk,No,Low
Good,83.0,187.0,3.0,80.0,29.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,30.0,1.0,33.0,10-14 months,1.0,13.0,3.0,1.0,2.0,50.0,No,Low Risk,No,Low
Good,76.0,125.0,1.0,84.0,39.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,9.0,7.5,20.0,0-4 months,5.0,10.0,8.0,3.0,1.0,44.0,No,Low Risk,No,Low
Good,80.0,342.0,3.0,122.0,38.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,39.0,4.0,28.0,0-4 months,3.0,0.0,2.0,2.0,0.0,43.0,No,Low Risk,No,Low
Bad,68.0,378.0,8.0,140.0,10.0,2.5,1.0,77.0,10-19 months,unknown delinquency,90 days delinquent,13.0,1.0,54.0,No inquiries,0.0,0.0,0.0,3.0,1.0,60.0,Yes,High Risk,Yes,Low
Good,86.0,143.0,2.0,55.0,12.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,13.0,2.0,23.0,0-4 months,1.0,8.0,4.0,1.0,0.0,56.0,No,Low Risk,No,Low
Good,79.0,252.0,12.0,99.0,22.0,0.0,0.0,96.0,50-59 months,unknown delinquency,30 days delinquent,23.0,0.0,52.0,0-4 months,0.0,34.0,7.0,2.0,1.0,100.0,Yes,Low Risk,Yes,High
Bad,57.0,149.0,6.0,66.0,23.0,0.0,0.0,91.0,0-9 months,30 days delinquent,30 days delinquent,23.0,1.0,22.0,0-4 months,3.0,50.0,7.0,2.0,2.5,69.0,Yes,High Risk,Yes,High
Good,87.0,341.0,6.0,101.0,32.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,33.0,1.0,3.0,no “hard” inquiries,0.0,6.0,3.0,2.0,0.0,27.0,No,Low Risk,No,Low
Good,70.0,253.0,25.5,131.0,23.0,1.0,1.0,100.0,No delinquencies,derogatory comment,current and never delinquent,23.0,0.0,35.0,no “hard” inquiries,0.0,3.0,3.0,3.0,0.0,55.0,No,High Risk,No,Low
Bad,56.0,6.0,4.0,5.0,2.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,2.0,2.0,50.0,0-4 months,5.0,119.0,1.0,1.0,1.0,100.0,No,High Risk,No,High
Good,91.0,342.0,25.5,130.0,14.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,14.0,0.0,36.0,no “hard” inquiries,0.0,3.0,2.0,2.0,0.0,50.0,No,Low Risk,No,Low
Bad,78.0,353.0,6.0,108.0,48.0,0.0,0.0,98.0,10-19 months,unknown delinquency,30 days delinquent,53.0,2.0,31.0,0-4 months,0.0,44.0,8.0,3.0,2.5,55.0,Yes,Low Risk,Yes,High
Bad,67.0,36.0,4.0,14.0,6.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,6.0,3.0,67.0,0-4 months,3.0,41.0,1.0,3.0,1.0,80.0,No,High Risk,No,High
Bad,63.0,243.0,1.0,80.0,13.0,1.0,0.0,75.0,0-9 months,30 days delinquent,60 days delinquent,16.0,3.0,50.0,0-4 months,2.0,14.0,6.0,1.0,0.0,78.0,Yes,High Risk,Yes,Low
Bad,72.0,140.0,13.0,44.0,7.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,7.0,0.0,71.0,No inquiries,0.0,82.0,2.0,2.0,1.0,100.0,No,Low Risk,No,High
Bad,67.0,204.0,4.0,80.0,19.0,1.0,1.0,95.0,60-69 months,unknown delinquency,derogatory comment,23.0,6.0,39.0,0-4 months,0.0,3.0,1.0,3.0,0.0,40.0,Yes,High Risk,Yes,Low
Bad,73.0,454.0,12.0,54.0,10.0,0.0,0.0,92.0,0-9 months,30 days delinquent,30 days delinquent,19.0,0.0,15.0,No inquiries,0.0,1.0,1.0,2.0,0.0,57.0,Yes,Low Risk,Yes,Low
Bad,76.0,331.0,18.0,137.0,20.0,0.0,0.0,95.0,40-49 months,unknown delinquency,30 days delinquent,21.0,0.0,10.0,0-4 months,3.0,14.0,5.0,2.0,1.0,36.0,Yes,Low Risk,Yes,Low
Good,85.0,454.0,16.0,99.0,18.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,0.0,0.0,0.0,0-4 months,1.0,18.0,4.0,2.0,0.0,67.0,No,Low Risk,No,Low
Bad,91.0,282.0,25.5,155.0,6.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,7.0,0.0,43.0,0-4 months,0.0,0.0,0.0,2.0,1.0,0.5,No,Low Risk,No,Low
Good,86.0,204.0,10.0,79.0,15.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,15.0,1.0,40.0,0-4 months,0.0,0.0,0.0,1.0,0.0,25.0,No,Low Risk,No,Low
Good,86.0,324.0,11.0,132.0,8.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,8.0,1.0,38.0,No inquiries,0.0,39.0,1.0,2.0,0.0,33.0,No,Low Risk,No,High
Good,76.0,279.0,7.0,119.0,43.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,50.0,5.0,18.0,0-4 months,0.0,38.0,8.0,3.0,2.5,55.0,No,Low Risk,No,High
Bad,67.0,351.0,11.0,98.0,7.0,2.0,2.0,86.0,30-39 months,unknown delinquency,30 days delinquent,8.0,1.0,14.0,No inquiries,0.0,59.0,3.0,2.0,1.0,60.0,Yes,High Risk,Yes,High
Bad,74.0,61.0,2.0,22.0,7.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,8.0,4.0,50.0,0-4 months,1.0,38.0,2.0,1.0,0.0,100.0,No,Low Risk,No,High
Good,91.0,344.0,25.5,145.0,16.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,16.0,0.0,38.0,5-9 months,0.0,2.0,3.0,2.0,0.0,38.0,No,Low Risk,No,Low
Bad,91.0,387.0,25.5,143.0,8.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,8.0,0.0,0.0,0-4 months,0.0,20.0,4.0,2.0,1.0,80.0,No,Low Risk,No,High
Bad,68.0,142.0,3.0,66.0,37.0,2.0,2.0,90.0,10-19 months,unknown delinquency,120+ days delinquent,40.0,3.0,23.0,No inquiries,2.0,24.0,4.0,4.0,0.0,53.0,Yes,High Risk,Yes,High
Bad,69.0,124.0,14.0,66.0,20.0,0.0,0.0,95.0,0-9 months,30 days delinquent,30 days delinquent,20.0,0.0,60.0,0-4 months,0.0,58.0,3.0,3.0,1.0,86.0,Yes,High Risk,Yes,High
Bad,59.0,139.0,3.0,67.0,27.0,1.0,1.0,100.0,No delinquencies,derogatory comment,current and never delinquent,28.0,2.0,7.0,0-4 months,0.0,39.0,5.0,2.0,1.0,50.0,No,High Risk,No,High
Good,68.0,81.0,3.0,34.0,25.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,25.0,6.0,32.0,0-4 months,2.0,25.0,9.0,4.0,1.0,65.0,No,High Risk,No,High
Bad,89.0,151.0,6.0,58.0,5.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,6.0,3.0,17.0,0-4 months,2.0,14.0,1.0,1.0,0.0,50.0,No,Low Risk,No,Low
Good,85.0,175.0,9.0,79.0,21.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,21.0,1.0,10.0,0-4 months,2.0,8.0,1.0,1.0,0.0,25.0,No,Low Risk,No,Low
Bad,86.0,274.0,25.5,106.0,8.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,8.0,0.0,50.0,no “hard” inquiries,0.0,0.0,1.0,1.0,0.0,67.0,No,Low Risk,No,Low
Bad,65.0,454.0,1.0,6.0,2.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,0.0,2.0,67.0,No inquiries,4.0,25.0,1.0,2.0,1.0,100.0,No,High Risk,No,High
Good,80.0,181.0,19.0,100.0,17.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,17.0,0.0,6.0,0-4 months,2.0,16.0,2.0,1.0,1.0,80.0,No,Low Risk,No,Low
Bad,78.0,267.0,3.0,73.0,35.0,0.0,0.0,97.0,50-59 months,unknown delinquency,30 days delinquent,35.0,2.0,43.0,0-4 months,2.0,27.0,4.0,4.0,1.0,80.0,Yes,Low Risk,Yes,High
Bad,67.0,262.0,6.0,33.0,14.0,2.5,2.6,88.0,30-39 months,unknown delinquency,120+ days delinquent,25.0,2.0,56.0,0-4 months,1.0,28.0,1.0,1.0,0.0,50.0,Yes,High Risk,Yes,High
Bad,66.0,111.0,14.0,54.0,14.0,1.0,0.0,94.0,40-49 months,unknown delinquency,60 days delinquent,16.0,0.0,6.0,0-4 months,0.0,96.0,7.0,2.0,2.5,100.0,Yes,High Risk,Yes,High
Good,78.0,197.0,8.0,93.0,17.0,1.0,1.0,94.0,20-29 months,unknown delinquency,derogatory comment,18.0,1.0,33.0,20+ months,0.0,8.0,1.0,1.0,0.0,33.0,Yes,Low Risk,Yes,Low
Bad,68.0,156.0,4.0,75.0,31.0,0.0,0.0,94.0,10-19 months,unknown delinquency,30 days delinquent,35.0,1.0,37.0,No inquiries,0.0,41.0,5.0,2.0,0.0,70.0,Yes,High Risk,Yes,High
Bad,60.0,164.0,4.0,67.0,18.0,2.0,0.0,72.5,0-9 months,30 days delinquent,60 days delinquent,24.0,2.0,58.0,0-4 months,5.0,0.0,0.0,4.0,0.0,63.0,Yes,High Risk,Yes,Low
Good,85.0,261.0,12.0,110.0,19.0,0.0,0.0,95.0,60-69 months,unknown delinquency,30 days delinquent,19.0,0.0,21.0,0-4 months,0.0,0.0,1.0,2.0,0.0,25.0,Yes,Low Risk,Yes,Low
Bad,54.0,107.0,2.0,23.0,18.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,20.0,7.5,30.0,No inquiries,5.0,71.0,9.5,3.0,1.0,87.0,No,High Risk,No,High
Bad,71.0,171.0,25.5,92.0,9.0,0.0,0.0,72.5,0-9 months,30 days delinquent,30 days delinquent,9.0,0.0,22.0,5-9 months,0.0,40.0,3.0,1.0,0.0,67.0,Yes,Low Risk,Yes,High
Bad,63.0,65.0,2.0,40.0,12.0,2.5,2.0,82.0,0-9 months,30 days delinquent,120+ days delinquent,18.0,3.0,76.0,0-4 months,3.0,3.0,2.0,3.0,0.0,83.0,Yes,High Risk,Yes,Low
Good,68.0,288.0,3.0,108.0,19.0,0.0,0.0,86.0,0-9 months,30 days delinquent,30 days delinquent,37.0,3.0,10.0,0-4 months,1.0,6.0,4.0,1.0,0.0,38.0,Yes,High Risk,Yes,Low
Bad,81.0,175.0,6.0,92.0,11.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,11.0,1.0,55.0,5-9 months,0.0,77.0,2.0,1.0,1.0,100.0,No,Low Risk,No,High
Bad,58.0,324.0,12.0,132.0,38.0,1.0,1.0,80.0,0-9 months,90 days delinquent,90 days delinquent,23.0,0.0,31.0,No inquiries,2.0,67.0,8.0,3.0,2.5,57.0,Yes,High Risk,Yes,High
Bad,61.0,95.0,2.0,49.0,21.0,0.0,0.0,95.0,0-9 months,30 days delinquent,30 days delinquent,22.0,4.0,27.0,0-4 months,4.0,36.0,5.0,3.0,1.0,57.0,Yes,High Risk,Yes,High
Good,82.0,176.0,18.0,107.0,40.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,40.0,0.0,35.0,0-4 months,0.0,0.0,2.0,2.0,1.0,21.0,No,Low Risk,No,Low
Bad,62.0,454.0,8.0,32.0,5.0,1.0,0.0,83.0,10-19 months,60 days delinquent,60 days delinquent,0.0,2.0,50.0,0-4 months,3.0,37.0,3.0,1.0,1.0,100.0,Yes,High Risk,Yes,High
Bad,68.0,148.0,4.0,22.0,7.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,18.0,1.0,43.0,0-4 months,1.0,54.0,4.0,1.0,2.0,100.0,No,High Risk,No,High
Good,88.0,304.0,3.0,96.0,29.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,31.0,2.0,37.0,no “hard” inquiries,0.0,18.0,2.0,1.0,0.0,33.0,No,Low Risk,No,Low
Bad,63.0,250.0,25.5,76.0,12.0,0.0,0.0,75.0,0-9 months,30 days delinquent,30 days delinquent,14.0,0.0,17.0,0-4 months,2.0,36.0,5.0,1.0,0.0,75.0,Yes,High Risk,Yes,High
Good,76.0,196.0,3.0,69.0,14.0,0.0,0.0,86.0,30-39 months,unknown delinquency,30 days delinquent,14.0,3.0,36.0,No inquiries,2.0,31.0,3.0,2.0,0.0,83.0,Yes,Low Risk,Yes,High
Good,87.0,247.0,12.0,155.0,25.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,25.0,0.0,12.0,no “hard” inquiries,0.0,9.0,4.0,2.0,0.0,36.0,No,Low Risk,No,Low
Bad,68.0,160.0,24.0,117.0,7.0,0.0,0.0,72.5,0-9 months,30 days delinquent,30 days delinquent,22.0,0.0,33.0,No inquiries,0.0,41.0,2.0,2.0,1.0,57.0,Yes,High Risk,Yes,High
Good,89.0,221.0,3.0,74.0,15.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,24.0,2.0,47.0,0-4 months,2.0,4.0,2.0,1.0,0.0,60.0,No,Low Risk,No,Low
Bad,60.0,75.0,4.0,30.0,28.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,29.0,6.0,41.0,0-4 months,4.0,83.0,9.0,2.0,2.5,92.0,No,High Risk,No,High
Good,89.0,255.0,25.5,106.0,9.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,9.0,0.0,22.0,0-4 months,1.0,2.0,2.0,1.0,1.0,100.0,No,Low Risk,No,Low
Bad,72.0,166.0,0.0,47.0,18.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,19.0,3.0,68.0,0-4 months,5.0,36.0,2.0,3.0,1.0,83.0,No,Low Risk,No,High
Good,70.0,193.0,2.0,57.0,22.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,23.0,2.0,22.0,15-19 months,0.0,53.0,6.0,4.0,1.0,63.0,No,High Risk,No,High
Good,85.0,211.0,2.0,92.0,24.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,25.0,1.0,44.0,0-4 months,1.0,3.0,3.0,3.0,0.0,64.0,No,Low Risk,No,Low
Good,88.0,413.0,9.0,78.0,48.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,53.0,2.0,29.0,0-4 months,1.0,1.0,1.0,1.0,0.0,13.0,No,Low Risk,No,Low
Bad,59.0,68.0,25.5,68.0,1.0,1.0,1.0,100.0,No delinquencies,derogatory comment,current and never delinquent,1.0,0.0,82.0,0-4 months,0.0,28.0,4.0,1.0,1.0,100.0,No,High Risk,No,High
Bad,69.0,187.0,2.0,88.0,11.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,15.0,2.0,53.0,0-4 months,2.0,86.0,4.0,1.0,2.5,100.0,No,High Risk,No,High
Good,76.0,69.0,2.0,35.0,15.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,17.0,2.0,18.0,No inquiries,0.0,20.0,4.0,1.0,1.0,50.0,No,Low Risk,No,High
Good,81.0,170.0,11.0,67.0,34.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,35.0,1.0,46.0,0-4 months,5.0,4.0,2.0,3.0,0.0,42.0,No,Low Risk,No,Low
Good,71.0,266.0,2.0,62.0,21.0,0.0,0.0,91.0,0-9 months,30 days delinquent,30 days delinquent,22.0,3.0,23.0,No inquiries,0.0,17.0,2.0,2.0,0.0,33.0,Yes,Low Risk,Yes,Low
Good,70.0,288.0,5.0,67.0,32.0,0.0,0.0,97.0,No Usable/Valid,unknown delinquency,30 days delinquent,34.0,3.0,21.0,0-4 months,1.0,25.0,9.0,2.0,1.0,65.0,Yes,High Risk,Yes,High
Bad,76.0,219.0,5.0,101.0,35.0,0.0,0.0,100.0,No delinquencies,unknown delinquency,unknown delinquency,35.0,1.0,51.0,No inquiries,1.0,91.0,3.0,4.0,2.5,78.0,No,Low Risk,No,High
Good,86.0,203.0,3.0,76.0,17.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,17.0,2.0,24.0,0-4 months,0.0,4.0,4.0,3.0,0.0,58.0,No,Low Risk,No,Low
Good,88.0,192.0,2.0,90.0,17.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,18.0,1.0,33.0,0-4 months,2.0,9.0,2.0,2.0,0.0,44.0,No,Low Risk,No,Low
Good,90.0,210.0,19.0,95.0,24.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,25.0,0.0,21.0,15-19 months,0.0,4.0,4.0,2.0,0.0,38.0,No,Low Risk,No,Low
Good,64.0,115.0,0.0,45.0,32.0,2.0,1.0,98.0,10-19 months,unknown delinquency,60 days delinquent,40.0,6.0,38.0,5-9 months,0.0,12.0,7.0,6.0,0.0,71.0,Yes,High Risk,Yes,Low
Good,84.0,233.0,25.5,123.0,19.0,1.0,1.0,90.0,20-29 months,unknown delinquency,90 days delinquent,52.0,0.0,20.0,5-9 months,0.0,1.0,3.0,1.0,0.0,40.0,Yes,Low Risk,Yes,Low
Bad,58.0,214.0,10.0,155.0,15.0,2.5,2.0,72.5,0-9 months,30 days delinquent,120+ days delinquent,19.0,1.0,53.0,No inquiries,0.0,3.0,4.0,3.0,0.0,100.0,Yes,High Risk,Yes,Low
Bad,59.0,71.0,2.0,35.0,16.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,18.0,2.0,44.0,0-4 months,1.0,70.0,9.0,4.0,2.0,93.0,No,High Risk,No,High
Good,56.0,128.0,9.0,87.0,14.0,2.0,0.0,88.0,0-9 months,60 days delinquent,60 days delinquent,12.0,2.0,29.0,No inquiries,0.0,22.0,3.0,3.0,0.0,100.0,Yes,High Risk,Yes,High
Good,88.0,309.0,22.0,86.0,9.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,10.0,0.0,10.0,0-4 months,1.0,9.0,2.0,2.0,0.0,40.0,No,Low Risk,No,Low
Bad,66.0,107.0,7.0,49.0,10.0,0.0,0.0,90.0,50-59 months,unknown delinquency,30 days delinquent,10.0,2.0,50.0,0-4 months,0.0,97.0,3.0,3.0,2.5,100.0,Yes,High Risk,Yes,High
Bad,85.0,200.0,10.0,57.0,19.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,19.0,1.0,16.0,No inquiries,0.0,7.0,4.0,2.0,0.0,50.0,No,Low Risk,No,Low
Bad,61.0,183.0,5.0,68.0,2.0,1.0,0.0,72.5,10-19 months,60 days delinquent,60 days delinquent,3.0,1.0,33.0,No inquiries,2.0,108.0,1.0,1.0,1.0,67.0,Yes,High Risk,Yes,High
Good,91.0,290.0,6.0,111.0,12.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,12.0,1.0,17.0,No inquiries,1.0,0.0,1.0,2.0,0.0,13.0,No,Low Risk,No,Low
Good,83.0,157.0,4.0,94.0,19.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,19.0,1.0,32.0,20+ months,0.0,20.0,2.0,1.0,1.0,50.0,No,Low Risk,No,High
Good,78.0,168.0,21.0,92.0,23.0,0.0,0.0,83.0,50-59 months,unknown delinquency,30 days delinquent,23.0,0.0,52.0,0-4 months,0.0,27.0,2.0,4.0,0.0,70.0,Yes,Low Risk,Yes,High
Bad,84.0,403.0,14.0,155.0,26.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,27.0,0.0,7.0,10-14 months,0.0,3.0,9.5,1.0,1.0,75.0,No,Low Risk,No,Low
Good,80.0,178.0,4.0,65.0,36.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,38.0,3.0,42.0,0-4 months,0.0,34.0,4.0,2.0,0.0,86.0,No,Low Risk,No,High
Bad,69.0,131.0,5.0,58.0,27.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,30.0,4.0,36.0,No inquiries,2.0,20.0,4.0,2.0,1.0,67.0,No,High Risk,No,High
Bad,71.0,109.0,16.0,48.0,26.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,27.0,0.0,26.0,0-4 months,3.0,26.0,4.0,2.0,1.0,38.0,No,Low Risk,No,High
Good,74.0,192.0,9.0,77.0,28.0,0.0,0.0,100.0,No delinquencies,current and never delinquent,current and never delinquent,28.0,3.0,11.0,No inquiries,0.0,26.0,5.0,1.0,1.0,60.0,No,Low Risk,No,High
